,loss,val_loss
0,0.00013846873480360955,0.0005990869249217212
1,5.3771433158544824e-05,0.0002838659274857491
2,5.324562516761944e-05,0.0011853283504024148
3,4.131364039494656e-05,0.0009871340589597821
4,3.216140976292081e-05,0.00020521366968750954
5,2.8527667382149957e-05,0.0003198540071025491
6,2.6176734536420554e-05,0.00021382974227890372
7,2.8342352379695512e-05,0.0003297067596577108
8,2.3993670765776187e-05,0.0003124610229860991
9,2.4337636205018498e-05,4.136760617257096e-05
10,2.6545503715169616e-05,0.00043447004281915724
11,2.1748410290456377e-05,0.00010362822649767622
12,2.534802843001671e-05,1.7289636161876842e-05
13,2.1884239686187357e-05,0.0005535741802304983
14,2.1396965166786686e-05,3.6807537981076166e-05
15,2.4885173843358643e-05,0.00040543609065935016
16,2.329270137124695e-05,0.0006242916570045054
17,1.7942695194506086e-05,0.00015912151138763875
18,2.0592606233549304e-05,0.0011125034652650356
19,2.1767513317172416e-05,0.0009858068078756332
20,1.810662797652185e-05,0.0008902916451916099
21,1.940635047503747e-05,0.00010094425670104101
22,2.1571935576503165e-05,0.0007908279076218605
